Geneid	EDLARFE1	EDLARFE2	EDLARFE3	EDLARME1	EDLARME2	EDLARME3	EDLCIBFE1	EDLCIBFE2	EDLCIBFE3	EDLCIBME1	EDLCIBME2	EDLCIBME3	EDLCR6H1	EDLCR6H2	EDLCR6H3	EDLM9FE1	EDLM9FE2	EDLM9FE3	EDLM9ME1	EDLM9ME2	EDLM9ME3	MC2ARFE1	MC2ARFE2	MC2ARFE3
EDL933_RS04280	5	7	18	4	8	5	12	5	15	41	8	12	28	28	7	19	23	119	68	50	24	195	138	133
EDL933_RS04285	0	5	9	1	9	5	2	1	19	23	8	2	22	24	10	20	17	86	45	31	33	99	78	60
EDL933_RS04290	0	0	7	1	5	6	0	0	10	8	2	2	5	7	8	13	8	47	24	17	20	23	20	5
EDL933_RS04295	0	2	2	5	8	5	8	1	24	10	12	0	19	11	4	32	17	99	47	39	37	259	150	190
EDL933_RS04305	1	3	3	2	3	3	1	0	20	5	2	0	4	10	1	1	4	20	16	3	0	107	105	81
EDL933_RS04310	1	2	11	7	4	7	3	0	19	9	2	5	7	23	5	6	11	58	10	6	3	131	129	89
EDL933_RS04315	7	5	25	18	8	20	25	3	77	17	8	15	61	77	25	17	25	170	14	22	14	240	177	146
EDL933_RS04320	0	7	3	3	4	2	11	0	19	5	2	3	20	18	8	4	2	37	6	13	2	41	39	23
EDL933_RS04325	6	9	17	5	8	13	19	5	42	13	7	6	36	36	15	12	8	113	14	29	5	96	80	68
EDL933_RS04330	3	9	0	2	7	6	12	0	31	18	6	5	25	14	7	3	11	39	11	16	4	28	26	22
EDL933_RS04335	11	32	28	29	32	31	65	7	116	67	34	26	76	81	37	51	60	246	59	81	39	134	83	100
EDL933_RS04340	5	4	19	10	11	14	10	4	27	19	14	7	32	48	9	7	16	95	25	15	11	41	25	26
EDL933_RS04345	5	0	17	10	13	10	16	4	28	16	17	5	27	35	12	7	13	102	18	18	3	34	30	28
EDL933_RS04350	11	6	23	11	13	11	28	2	49	20	26	28	54	82	17	8	29	128	31	54	8	62	57	51
EDL933_RS04355	14	8	36	16	18	20	36	11	58	32	25	32	56	83	10	16	31	152	33	52	14	71	64	39
EDL933_RS04360	22	23	90	47	40	41	84	57	147	53	53	48	134	192	43	50	55	299	56	61	38	163	113	117
EDL933_RS04365	8	8	26	24	10	5	11	10	42	12	8	6	24	35	17	11	19	112	27	31	10	57	18	38
EDL933_RS04370	8	9	26	7	13	10	17	11	42	14	7	6	44	34	23	6	18	114	29	31	4	35	19	36
EDL933_RS04375	29	30	122	47	57	60	145	42	160	83	41	43	206	200	58	90	127	677	145	101	46	664	584	571
EDL933_RS04380	6	3	33	12	18	5	22	11	54	19	11	14	43	50	11	21	28	150	41	34	7	269	207	208
EDL933_RS04385	9	6	24	11	12	5	23	8	68	10	12	6	29	43	9	26	22	105	27	32	7	195	169	180
EDL933_RS04390	4	5	13	12	3	12	15	0	32	8	4	2	16	28	4	12	20	67	13	19	6	73	74	65
EDL933_RS04395	1	6	12	11	3	10	9	5	30	9	2	3	16	21	4	10	11	47	5	16	5	61	58	59
EDL933_RS04400	14	15	45	25	30	34	48	13	140	54	16	28	143	148	39	68	59	293	49	47	39	80	70	88
EDL933_RS04405	1	1	4	4	7	3	5	0	12	3	4	1	9	10	6	2	1	27	2	0	3	8	3	10
EDL933_RS04410	7	7	26	13	17	14	20	3	23	13	9	11	17	31	7	12	23	74	18	8	16	39	17	20
EDL933_RS04415	2	11	17	5	7	7	18	3	17	9	8	7	16	21	6	11	13	46	13	9	6	35	15	27
EDL933_RS04420	29	98	159	111	106	70	219	74	411	255	104	150	309	407	97	134	106	752	232	278	125	193	96	151
EDL933_RS04425	13	55	73	55	65	69	152	31	359	165	57	67	237	421	62	96	92	558	174	211	75	144	59	119
EDL933_RS04430	8	18	46	12	25	22	45	10	119	48	10	10	102	119	10	99	63	414	66	107	47	72	32	56
EDL933_RS04435	3	10	30	29	26	35	73	28	157	64	10	29	102	98	37	100	89	540	120	93	47	43	28	51
EDL933_RS04440	26	45	108	85	78	71	251	67	429	240	78	113	304	362	130	405	273	1931	346	264	142	142	85	102
EDL933_RS04445	54	89	183	205	147	92	462	150	515	244	193	250	537	590	293	835	688	4562	1214	1150	352	394	294	277
EDL933_RS04450	34	33	59	39	47	20	60	34	205	98	38	43	173	215	47	2862	2204	16832	2929	3002	714	60	70	56
EDL933_RS04455	27	19	42	24	41	42	33	9	83	94	46	29	60	60	19	5821	4755	29570	4944	4210	750	72	52	53
EDL933_RS04460	38	31	34	31	34	31	24	18	60	80	45	12	53	78	21	6260	5101	32871	5055	4137	805	63	52	46
EDL933_RS04465	28	16	24	18	13	12	8	9	34	47	25	2	28	51	13	3532	2965	18886	3131	2558	475	42	28	27
EDL933_RS04470	19	7	18	6	24	10	10	14	46	34	22	8	43	50	11	2236	1898	11702	2458	2148	384	30	19	24
EDL933_RS04475	254	398	988	786	658	591	1947	660	10074	1607	995	1024	9624	10522	1311	2098	1591	9644	2641	2145	749	1472	1251	1463
EDL933_RS04480	76	110	278	170	142	151	427	90	947	461	179	240	1102	961	249	224	243	1405	364	389	161	414	290	281
EDL933_RS04490	148	215	526	190	293	214	422	259	1914	945	560	359	1674	1804	321	47	73	869	436	442	232	750	586	661
EDL933_RS04495	73	78	205	73	115	76	235	92	1145	287	229	108	1139	1101	141	15	26	383	71	109	33	364	209	251
