Geneid	EDLARFE1	EDLARFE2	EDLARFE3	EDLARME1	EDLARME2	EDLARME3	EDLCIBFE1	EDLCIBFE2	EDLCIBFE3	EDLCIBME1	EDLCIBME2	EDLCIBME3	EDLCR6H1	EDLCR6H2	EDLCR6H3	EDLM9FE1	EDLM9FE2	EDLM9FE3	EDLM9ME1	EDLM9ME2	EDLM9ME3	MC2ARFE1	MC2ARFE2	MC2ARFE3
EDL933_RS25755	2	12	16	4	1	4	15	0	31	29	1	3	37	31	12	6	1	14	25	9	6	12	17	8
EDL933_RS25760	3	26	37	20	13	25	44	9	148	59	22	20	138	157	21	33	36	171	52	48	17	35	27	31
EDL933_RS25765	13	31	84	27	30	61	93	20	169	195	56	73	136	184	65	40	60	251	90	133	49	124	65	95
EDL933_RS25770	940	1546	3242	1442	2684	1630	3756	1105	1253	9995	3292	3497	966	1336	2249	496	490	2856	2035	2595	1174	4055	2669	2866
EDL933_RS25775	1814	2597	5444	2510	4478	2659	6521	1935	1628	15890	5702	5652	1180	1911	3821	348	367	2070	3029	3617	1623	6531	4130	4459
EDL933_RS25780	2631	3448	7869	3648	6212	3913	8899	2684	2154	22667	7365	8179	1358	2771	5449	346	376	2204	4385	4822	1939	9767	6677	7453
EDL933_RS25785	6487	8975	20107	11980	16530	11391	21846	6566	7061	59057	17172	21247	4445	10185	12665	1437	1386	7872	10810	12000	5168	26498	18430	20760
EDL933_RS25790	1924	2914	6150	5048	5491	4014	5818	1948	2953	18613	5487	7856	1641	3761	3427	1413	1051	7232	3547	3715	1761	8166	5781	6095
EDL933_RS25795	104	195	471	263	300	238	550	188	1125	629	327	362	1110	1224	406	405	301	1513	633	491	247	547	450	453
EDL933_RS25800	4	22	38	32	26	39	72	16	118	109	27	35	183	189	44	20	26	149	68	95	26	33	23	49
EDL933_RS25805	8	10	23	15	13	33	37	19	178	69	16	41	179	183	14	35	34	226	52	68	28	39	25	16
EDL933_RS25810	8	12	18	13	19	25	48	19	116	77	17	53	97	129	41	19	17	156	33	41	23	27	23	20
EDL933_RS25815	3	10	15	16	14	16	18	5	41	38	8	13	52	76	19	17	2	68	18	31	6	10	14	24
EDL933_RS25820	8	1	9	4	2	3	5	1	12	6	2	2	16	23	1	6	0	30	3	7	0	2	2	7
EDL933_RS25825	3	4	5	3	1	3	6	0	27	8	2	3	16	42	1	12	7	40	9	6	7	9	6	4
EDL933_RS25830	8	3	10	4	5	4	11	4	27	11	4	4	20	27	2	4	8	39	16	8	5	12	7	2
EDL933_RS25835	8	3	20	16	17	10	22	13	37	29	30	20	42	39	9	20	9	84	28	12	8	29	17	23
EDL933_RS25840	1	7	13	8	3	9	9	9	37	13	5	13	22	52	6	8	15	56	9	14	4	11	9	19
EDL933_RS25845	0	2	11	16	6	7	5	7	49	7	7	5	31	35	7	12	5	43	18	13	4	12	13	6
EDL933_RS25850	0	1	2	2	2	1	2	4	6	2	0	2	9	11	0	2	0	4	4	1	1	8	3	1
EDL933_RS25855	8	7	10	8	8	4	12	8	41	23	10	14	35	36	5	9	13	59	18	3	10	18	9	21
EDL933_RS25860	9	18	36	33	35	17	42	29	137	125	36	72	133	113	19	48	32	237	58	54	19	54	49	40
EDL933_RS25870	413	476	1362	657	974	1772	938	416	1019	8637	4604	3645	516	1724	1052	1699	1617	12517	1751	2821	1571	3708	3146	2527
EDL933_RS25875	29	20	79	32	56	104	50	12	56	477	170	139	30	104	60	100	71	751	86	158	102	230	267	232
EDL933_RS25880	26	38	103	62	78	65	135	34	332	251	63	136	333	345	96	189	126	651	226	203	104	138	85	107
EDL933_RS25885	91	118	262	202	251	198	322	148	693	752	498	399	629	658	230	274	227	1578	337	437	239	372	339	272
EDL933_RS25890	579	828	1892	1011	1260	967	1541	578	1733	5455	1970	2308	1238	1559	1208	802	745	4830	1315	1390	543	1966	1589	1641
EDL933_RS25895	647	879	2233	1225	1465	1233	1546	687	1600	5984	2484	2251	998	1395	1094	640	586	3702	1162	1196	485	2345	1902	1725
EDL933_RS25900	1389	1779	5394	2681	3245	2546	2103	1316	2657	3098	1345	774	1366	1564	1750	1707	796	3504	801	569	338	6471	4673	4899
EDL933_RS25905	112	162	462	225	299	196	559	142	1086	1300	492	537	995	976	401	658	546	3648	844	847	371	517	349	422
EDL933_RS25910	321	484	1202	1211	885	1160	1720	515	2190	3190	1350	1136	1764	2002	1158	1509	1295	9612	2009	2487	1135	1516	1126	1190
EDL933_RS25915	27	32	71	101	76	72	155	45	120	379	104	107	118	202	112	106	108	818	165	200	94	116	73	65
EDL933_RS25920	11	10	28	26	29	20	34	16	97	122	18	28	103	189	26	172	214	2672	928	471	164	46	23	35
EDL933_RS25925	21	45	72	74	109	107	191	34	588	408	152	168	711	675	89	65	91	509	380	251	93	127	78	100
EDL933_RS25930	323	774	907	3646	2163	2399	3097	700	3800	4238	3022	3248	2260	2575	1572	1209	991	8076	2064	2591	1450	1808	1215	1365
EDL933_RS25935	14	30	80	76	88	96	105	15	147	240	85	74	149	148	26	70	89	433	156	175	42	87	54	69
EDL933_RS25940	7	21	43	41	40	29	89	9	233	100	37	66	168	164	43	67	79	414	122	145	61	68	59	38
EDL933_RS25945	33	48	110	85	90	86	603	181	2094	222	148	129	963	1328	318	291	248	1585	157	271	115	479	316	382
EDL933_RS25950	74	95	270	125	136	245	901	281	3378	320	322	296	1915	2369	491	437	415	2531	264	391	172	959	707	721
EDL933_RS25955	98	114	634	250	234	676	574	200	2360	379	549	955	2037	2591	285	335	309	1976	298	371	169	1367	1358	1080
EDL933_RS25960	53	120	282	169	205	144	814	121	409	665	544	662	343	405	319	96	77	394	235	326	136	599	395	454
EDL933_RS25965	1620	2071	3819	4295	3136	1702	7781	1566	509	4267	10300	8194	524	564	2038	137	101	749	618	568	424	11341	7138	7490
EDL933_RS25970	1188	1521	2958	3369	2095	1311	3097	604	346	3449	3148	5692	547	481	738	75	34	280	367	243	172	7616	4541	4571
EDL933_RS25975	59	148	232	302	308	205	436	176	914	821	718	681	705	902	299	204	175	954	293	297	356	324	117	163
EDL933_RS25980	3	10	39	13	21	20	68	7	284	78	23	25	336	348	21	57	53	329	142	112	41	25	15	33
EDL933_RS25985	0	1	11	9	10	12	33	5	176	30	4	25	152	195	20	34	31	114	68	43	28	22	6	11
EDL933_RS25990	146	110	287	270	208	125	1569	720	1772	476	1228	1219	1642	1733	1606	1046	943	4982	1007	1229	497	410	276	269
EDL933_RS25995	88	108	220	145	169	131	283	212	357	400	121	212	391	407	338	182	109	752	308	281	149	427	332	277
EDL933_RS26000	927	915	1730	1700	1773	1555	3373	5950	4127	5300	4806	4542	3347	3301	5941	976	817	5856	1167	1540	797	5953	4599	3994
EDL933_RS26005	359	372	724	718	812	705	1603	2611	2263	2705	2271	2200	1981	1683	2991	494	489	3049	596	726	363	2382	1897	1635
EDL933_RS26010	123	281	515	369	445	337	476	139	884	1221	342	538	795	838	279	295	289	1775	680	718	284	770	529	547
EDL933_RS26015	131	227	447	524	464	397	393	112	451	962	308	619	447	460	189	143	149	979	270	359	134	1018	594	586
EDL933_RS26020	80	141	308	174	234	194	399	84	636	687	156	291	561	577	313	237	209	1593	706	729	343	366	232	269
EDL933_RS26025	1395	3238	6464	6785	6401	4258	8131	1586	6544	18798	4323	8867	4859	5467	5198	1292	1098	8420	7495	8555	6275	6338	3498	4627
EDL933_RS26030	133	188	544	246	358	286	463	150	425	841	172	248	568	613	331	150	167	1167	1163	1265	670	429	310	300
EDL933_RS26035	21	50	89	31	46	49	41	9	82	105	25	41	70	95	22	13	14	105	159	160	93	66	51	57
EDL933_RS26040	17	46	82	37	34	40	72	5	246	85	24	31	244	294	25	34	37	251	151	135	66	78	44	67
EDL933_RS26045	9	24	49	35	37	34	70	12	268	79	25	29	229	292	38	34	33	263	113	97	56	58	35	51
EDL933_RS26050	10	22	63	61	59	41	83	16	293	97	24	55	283	341	51	54	45	367	111	114	69	59	35	50
EDL933_RS26055	12	18	45	65	56	40	84	15	317	105	17	58	324	302	57	46	51	361	103	110	54	55	37	48
EDL933_RS26060	13	23	51	85	55	54	123	39	397	114	23	65	364	387	77	87	97	662	111	137	70	44	48	38
EDL933_RS26065	26	92	133	214	135	117	578	170	673	434	175	526	477	710	348	340	251	2288	323	395	213	150	106	154
EDL933_RS26070	57	93	209	352	180	136	250	62	460	436	188	298	425	463	158	409	441	4654	423	347	192	244	188	176
EDL933_RS26075	159	256	546	471	380	364	634	109	770	1011	416	600	644	878	461	860	981	10012	1077	996	433	694	504	571
EDL933_RS26080	0	4	7	2	5	4	4	0	17	17	1	5	43	47	1	15	12	77	29	17	12	6	3	8
EDL933_RS26085	12	32	42	334	79	65	37	21	111	97	21	33	124	206	24	577	730	8317	189	89	40	85	107	104
EDL933_RS26090	9584	14275	49210	53686	29985	43476	35937	5932	1504	3895	35928	92164	1250	1568	19697	635	627	5543	1449	1275	722	51096	50847	49139
EDL933_RS26095	216	405	1659	771	666	713	1399	182	1988	304	334	1477	1552	1688	872	270	198	1141	326	323	174	1417	1425	1774
EDL933_RS26100	17	38	101	36	27	45	116	26	422	39	13	95	620	541	93	28	19	195	72	72	42	130	90	129
EDL933_RS26110	32	46	121	112	87	57	1026	172	478	146	300	319	447	526	445	52	47	341	98	95	55	169	77	138
EDL933_RS26115	12	15	59	44	35	28	384	42	184	82	162	133	127	190	162	17	24	106	42	35	18	58	37	54
EDL933_RS26120	11	13	43	43	22	25	53	7	124	52	52	30	83	84	33	15	24	139	27	30	17	35	19	37
EDL933_RS26130	2	4	10	5	3	12	9	3	13	10	10	9	14	13	6	13	2	29	2	15	3	13	13	14
EDL933_RS26135	9	31	33	27	37	35	79	23	199	87	22	39	194	199	67	77	56	421	56	60	27	91	49	75
EDL933_RS26140	3	10	29	20	20	11	44	10	104	63	10	35	114	142	36	44	23	205	32	42	8	46	21	36
EDL933_RS26145	2	10	28	15	12	12	28	6	74	43	8	26	71	74	13	20	14	118	28	32	12	25	16	20
EDL933_RS26150	17	40	106	51	68	63	38	10	132	121	62	49	123	118	29	32	30	271	103	82	52	155	86	79
EDL933_RS26155	446	660	1650	897	1077	829	861	138	966	1129	351	676	869	954	510	1038	821	6022	2904	3611	1523	1668	1035	1158
EDL933_RS26160	486	1442	1845	4048	3323	3113	2220	715	1775	4102	5393	3086	1211	1312	1191	4903	3716	26151	3563	4679	2219	2989	2364	2269
EDL933_RS26165	120	324	398	547	547	514	199	102	339	637	538	298	226	234	111	444	371	2374	498	816	471	632	504	515
EDL933_RS26170	183	757	935	1068	1591	1252	140	103	97	493	182	194	66	79	143	869	606	3440	1665	2200	1246	1688	978	1154
EDL933_RS26175	98	722	841	885	1569	796	99	70	98	416	111	156	92	106	114	769	577	2767	1325	1770	1102	821	441	599
EDL933_RS26180	215	1325	1284	1645	3426	1338	275	176	208	641	206	268	160	237	219	1204	876	4191	1844	2105	1598	764	498	609
EDL933_RS26185	243	305	666	607	536	482	1514	613	892	2651	2118	1563	655	882	1071	1088	805	5712	1241	1553	810	1144	726	853
EDL933_RS26190	722	918	2306	1730	1666	1387	3784	1138	2110	6158	1788	3117	2051	2816	2216	2364	2047	13906	3493	3515	1652	4414	2622	2923
EDL933_RS26195	4	14	8	9	23	15	12	3	31	76	24	10	36	50	16	27	19	92	35	24	10	38	18	14
EDL933_RS26200	22	30	68	36	56	48	84	29	156	132	53	58	151	160	55	81	86	374	119	74	37	86	27	62
EDL933_RS26205	305	501	1032	992	871	681	1313	328	1450	2086	1900	1968	1052	1570	635	872	675	4167	1612	1625	744	1530	1123	1068
EDL933_RS26210	353	556	1240	1127	941	751	1400	249	1177	2023	1760	1635	813	1138	551	632	571	3455	1368	1390	571	1985	1473	1424
EDL933_RS26215	206	369	867	634	650	503	906	122	789	1463	587	783	754	820	388	380	326	2137	1041	1009	453	1153	868	786
EDL933_RS26220	152	677	1073	482	1058	1457	953	227	2501	1459	354	545	1943	1941	538	845	731	5332	1862	2746	1263	853	403	649
EDL933_RS26225	128	279	560	510	505	389	862	295	3925	1288	496	967	3536	3153	522	547	490	3205	763	998	432	711	569	600
EDL933_RS26230	217053	73917	258583	344159	117957	92402	284770	242969	292977	188028	527009	316316	392586	288290	321186	271403	217648	1087066	274133	256489	148953	408448	258455	309141
EDL933_RS26235	12	20	19	48	42	31	123	33	327	119	59	52	177	176	71	421	187	1614	860	648	444	60	37	49
EDL933_RS26240	544326	343252	1078185	1206373	563412	423805	1119109	696942	1237327	694314	1407504	941293	1793626	1162641	1080613	800991	804014	4195031	1076969	1005923	715299	1526586	872696	936616
EDL933_RS26245	621	604	595	1518	1565	658	5666	1993	13696	1510	1964	895	1323	4337	1914	6355	2556	9272	1947	1451	2613	534	228	258
EDL933_RS26250	176	389	840	511	634	543	1140	265	2278	2362	589	1121	1900	2034	664	562	439	3349	2433	1899	839	994	579	665
EDL933_RS26255	173	293	694	413	475	447	832	191	1432	2103	392	958	1176	1407	509	439	366	2847	1918	1483	606	770	428	534
EDL933_RS26260	170	396	841	543	593	504	724	150	689	1811	304	580	651	735	402	378	297	1923	1831	1558	593	914	563	612
EDL933_RS26265	9	10	76	11	17	27	45	15	367	224	14	45	373	493	26	58	46	294	191	150	51	40	49	42
EDL933_RS26270	240	715	1107	1072	1268	1011	2821	469	2232	4339	251	1844	1367	2297	1562	520	407	3016	3082	2573	1400	958	598	835
EDL933_RS26275	274	877	1301	1251	1501	1185	3220	534	2441	5077	284	2079	1509	2468	1790	608	460	3344	3795	3173	1800	1159	682	976
EDL933_RS26280	243	570	1190	857	1143	975	2002	315	1202	4345	346	1813	570	871	1183	334	282	2382	2283	2550	1324	974	591	933
EDL933_RS26285	356	805	1715	1227	1633	1376	2589	342	1145	6996	614	3028	681	889	1545	372	319	2800	3303	3707	1801	1393	877	1091
EDL933_RS26290	6335	12132	22728	27464	24205	23084	29124	6569	5710	87207	22853	49771	3229	4483	17275	4871	5004	36638	31835	43320	22634	29653	19162	21359
EDL933_RS26295	779	1362	3145	1763	2343	1640	2999	545	2797	6862	1185	2514	1929	2383	1944	2394	1619	11676	5278	6413	3348	3727	2623	2879
EDL933_RS26300	944	1717	3843	2192	2854	1945	3453	657	2713	8471	1490	3100	1824	2198	2174	2299	1543	12582	5322	6483	3234	4293	2926	3299
EDL933_RS26305	5593	8785	22583	14883	16888	14778	17779	2749	7760	67277	9039	27784	6552	7729	11058	5174	4469	41013	28668	31356	16876	15136	11048	12086
EDL933_RS26310	9165	13657	36307	23769	26373	23934	26439	4440	10775	117661	14746	47215	9649	11278	16746	7532	6636	63312	49923	56415	26137	23230	17293	19060
EDL933_RS26315	7042	12007	27740	22682	22706	22316	24256	3530	13563	109795	15597	55581	14513	13378	15283	10232	8594	67184	50636	65151	28516	17980	13711	13965
EDL933_RS26320	5452	9717	21257	18970	18977	17375	19829	2764	8700	82711	13162	41402	10281	9438	11180	8413	7023	50100	40614	48400	23933	14841	10353	11511
EDL933_RS26325	22461	26435	81113	39702	45163	36149	38947	4949	13023	159217	19339	43027	14807	18448	17599	21027	17718	132283	74271	89013	44741	77552	54159	60150
EDL933_RS26330	18984	22692	72901	37506	40402	32167	25832	3701	11772	134355	15573	41940	3977	7965	8938	16211	14181	105041	53883	67357	35796	61384	43714	48744
EDL933_RS26335	34	61	124	69	77	67	67	17	211	317	72	95	274	241	21	105	73	525	321	233	110	154	101	98
EDL933_RS26340	12	23	46	21	26	9	92	12	130	94	29	25	96	173	49	21	54	157	34	45	23	57	32	36
EDL933_RS26345	12	18	53	11	17	8	74	19	107	104	19	25	86	105	39	29	27	122	21	44	12	61	46	38
EDL933_RS26350	5	9	27	3	4	3	49	12	31	35	3	17	53	36	19	6	13	56	35	16	0	28	15	21
EDL933_RS26355	13	25	58	19	23	8	89	6	70	107	21	47	108	70	34	21	24	125	46	36	6	47	57	35
EDL933_RS26360	11	23	62	22	12	18	74	9	80	86	17	37	83	75	33	32	16	119	32	31	24	48	48	46
EDL933_RS26365	18	47	150	55	61	45	184	39	351	198	40	87	320	363	99	72	79	428	175	128	61	118	86	112
EDL933_RS26370	73	91	245	232	163	135	257	99	270	692	485	439	198	224	172	331	395	2281	510	447	191	449	258	326
EDL933_RS26375	69	128	325	223	198	227	361	102	509	604	214	304	357	433	212	206	227	1643	544	555	215	511	398	448
EDL933_RS26380	144	264	565	424	396	424	744	177	801	1805	817	854	673	904	494	520	458	3301	1082	1147	498	932	651	746
EDL933_RS26385	58	113	241	167	168	177	390	114	396	825	273	430	392	471	280	319	245	1826	573	475	242	413	319	439
EDL933_RS26390	123	296	641	489	595	510	1107	327	1073	2747	824	1149	843	1139	645	568	517	3148	1240	1259	598	988	598	748
EDL933_RS26395	480	941	1457	2412	1829	1958	5329	835	1475	7448	6646	7160	731	907	1808	1164	1211	9459	2836	3165	2108	1918	1217	1071
EDL933_RS26400	102	179	361	363	367	364	717	154	393	1314	522	729	245	264	267	279	265	2017	564	714	338	550	355	397
EDL933_RS26405	4	7	17	9	11	5	22	7	26	58	8	15	44	27	2	13	6	110	24	27	11	28	11	9
EDL933_RS26410	23	25	45	91	46	47	119	36	240	321	120	311	219	234	71	55	64	266	69	72	36	92	51	79
EDL933_RS26415	35	55	128	164	101	99	303	63	487	318	204	233	467	465	168	228	264	1645	454	503	343	183	113	130
EDL933_RS26420	101	204	430	396	407	217	798	92	604	482	192	322	601	767	322	859	883	6922	2492	2648	1540	519	392	362
EDL933_RS26425	90	330	475	407	584	328	617	144	948	364	111	222	818	852	321	449	481	4235	1944	2393	1288	674	375	425
EDL933_RS29105	20	79	150	121	167	83	156	41	311	80	17	32	238	184	81	51	68	712	327	473	252	187	96	88
EDL933_RS29110	1	2	3	2	1	0	0	2	3	16	1	0	2	5	1	1	1	9	4	8	3	4	0	2
EDL933_RS26430	211388	72715	254843	341026	116321	90915	283256	237936	290554	186448	520842	313053	388360	284675	316472	267164	214654	1074759	270456	253862	146551	403888	254494	304852
EDL933_RS26435	5	26	27	49	47	28	126	38	314	127	50	48	172	172	85	392	199	1592	833	627	442	63	42	32
EDL933_RS26440	533522	337436	1067750	1194176	554389	415293	1109565	683583	1225133	686953	1396091	932260	1776446	1152634	1070082	789747	793218	4152084	1064921	996437	704780	1508447	860562	924435
EDL933_RS26445	566	636	558	1529	1525	663	5687	1935	13833	1361	1891	851	1302	4086	2083	6476	2481	9176	1583	1385	2481	493	254	225
EDL933_RS26450	10	28	65	45	43	34	176	42	210	87	119	88	196	207	120	43	43	226	111	70	31	58	54	44
EDL933_RS26455	9	17	60	64	36	31	47	16	81	102	43	42	101	94	29	357	479	4449	224	139	91	33	34	59
EDL933_RS26460	187	154	390	32	157	33	72	20	1045	160	48	78	507	664	61	130	213	1082	149	117	51	433	233	342
EDL933_RS26465	131	101	298	29	129	26	87	21	855	167	36	36	268	390	87	135	222	1092	175	124	53	324	184	248
EDL933_RS26470	21	36	87	18	26	27	63	40	207	79	38	36	102	136	39	79	84	544	84	85	36	123	55	79
EDL933_RS26475	3	10	25	9	20	20	8	8	42	76	12	17	81	60	10	14	16	82	70	31	16	43	22	21
EDL933_RS26480	120	141	536	271	267	218	214	142	753	898	745	462	512	562	185	67	93	525	310	282	121	539	411	390
EDL933_RS26485	430	694	1575	1100	1058	731	1736	637	998	2146	2075	1307	775	1038	1092	3569	3102	22231	6303	6904	2730	1708	1136	1336
EDL933_RS26490	70	161	359	315	313	230	339	112	515	782	458	522	359	495	262	204	187	1229	630	553	199	655	500	467
EDL933_RS26495	20	30	57	110	54	77	368	118	258	202	285	447	273	302	167	40	27	197	147	97	37	85	78	82
EDL933_RS26500	0	3	6	3	4	1	7	2	29	10	4	3	20	14	2	3	9	21	12	4	1	6	5	6
EDL933_RS26505	7	10	33	16	11	18	29	6	58	23	17	17	59	53	19	17	18	132	47	49	16	30	18	17
EDL933_RS26510	1	8	19	6	5	8	16	0	37	22	10	6	40	29	9	6	5	50	27	21	10	16	1	5
EDL933_RS26515	0	4	8	2	6	12	11	0	27	16	3	1	17	27	5	4	10	27	15	12	2	6	3	9
EDL933_RS26520	3	4	10	5	14	15	9	2	26	16	3	3	15	20	3	2	6	25	12	19	6	8	2	9
EDL933_RS26525	2	2	7	4	11	15	8	6	58	30	8	10	42	55	4	22	9	72	22	27	8	8	5	15
EDL933_RS26530	1	10	10	9	19	12	17	6	83	47	17	14	60	79	15	28	14	116	27	29	9	13	9	13
EDL933_RS26535	14	22	55	43	28	35	15	10	65	62	59	37	60	36	27	49	39	204	34	53	31	43	31	34
EDL933_RS26540	48	107	291	217	194	204	260	62	367	737	117	488	267	385	152	126	89	646	318	348	185	286	129	177
EDL933_RS26545	40	106	297	147	151	92	113	59	1278	283	109	151	558	1012	90	196	151	1007	369	383	175	240	113	166
EDL933_RS26550	489	969	3174	1162	1345	484	355	101	9003	442	487	420	2886	4412	227	1552	1132	9002	2022	2837	1073	1442	815	1194
EDL933_RS26555	425	909	1581	2378	1749	2295	4256	1298	5408	4469	4518	4944	4021	4458	2484	1084	1021	7929	1589	2406	1137	2961	2231	2313
EDL933_RS26560	10	32	31	59	76	39	48	15	63	23	9	12	63	89	23	96	68	846	127	145	51	16	9	8
EDL933_RS26565	1	6	22	8	24	18	7	5	48	16	8	11	52	59	2	12	8	86	25	22	10	7	6	5
EDL933_RS26570	3	3	22	7	13	6	7	10	32	10	1	6	42	38	5	10	3	73	22	19	8	7	8	3
EDL933_RS26575	8	29	44	23	33	27	18	5	112	38	14	22	102	110	17	325	411	2001	50	82	29	38	19	29
EDL933_RS26580	8	8	13	5	12	12	11	2	64	12	11	4	44	108	7	2161	2769	8098	57	68	35	20	9	21
EDL933_RS26585	3	4	6	2	3	1	15	0	41	9	4	0	34	79	2	27	46	107	15	10	4	11	3	5
EDL933_RS26595	11	18	80	8	37	21	125	61	208	27	48	3	185	269	48	350	296	1981	170	208	106	63	52	66
EDL933_RS26600	118	87	295	110	120	82	450	30	433	41	44	27	338	595	52	277	190	1319	115	201	60	252	169	225
EDL933_RS26605	2	17	14	161	37	32	37	1	57	46	49	32	54	54	16	15	9	112	28	18	10	38	17	27
EDL933_RS26610	8	37	34	336	62	87	103	8	79	123	69	66	84	98	15	17	15	149	68	44	21	41	23	24
EDL933_RS26615	8	122	41	1822	325	782	196	30	44	533	438	312	48	57	55	7	22	76	242	165	85	51	42	66
EDL933_RS26620	0	0	3	0	2	3	1	0	7	0	0	2	7	6	0	0	0	9	1	3	1	4	0	1
EDL933_RS26625	5	71	8	619	125	179	36	8	43	73	52	49	39	32	12	9	6	59	40	18	22	31	6	23
EDL933_RS26630	5	83	46	1070	185	429	120	12	191	194	281	137	244	241	32	29	29	256	139	92	82	79	58	59
EDL933_RS26635	7	47	55	517	109	177	90	30	310	134	174	109	243	289	62	104	50	476	134	105	43	79	86	81
EDL933_RS26640	5	12	40	33	30	28	42	9	57	61	9	18	89	84	16	18	16	105	71	46	26	38	12	33
EDL933_RS26645	100	135	364	329	291	210	539	145	728	1142	275	815	459	720	261	465	361	2475	613	562	286	486	375	280
EDL933_RS26650	135	183	450	376	374	288	631	165	930	1396	357	767	582	870	382	548	405	2960	676	625	300	628	445	394
EDL933_RS26655	1028	1566	2964	2565	2875	2050	3140	566	2711	5226	1579	2980	2022	2698	1513	631	569	4448	2246	2598	1186	5330	3564	3780
EDL933_RS26660	38	76	164	150	155	122	178	47	249	527	137	230	139	220	87	87	85	513	160	244	115	213	99	157
EDL933_RS26665	259	594	965	1528	1252	1015	2803	1085	1611	6641	5057	4998	1249	1487	2240	670	465	3311	1636	1896	1021	1294	958	926
EDL933_RS26670	67	191	360	375	430	337	848	206	621	1441	278	669	720	724	553	226	155	1131	589	663	299	524	362	369
EDL933_RS26675	27	59	139	120	130	98	434	160	2917	453	121	221	3409	4647	343	156	223	1010	246	251	135	727	378	540
EDL933_RS26680	34	31	107	135	118	112	255	89	1744	354	193	223	1548	1452	120	147	161	1038	293	259	146	281	196	302
EDL933_RS26685	9	13	39	8	16	14	27	10	80	55	20	13	134	174	12	11	25	91	69	51	22	27	27	30
EDL933_RS26690	125	228	477	242	381	367	708	142	1015	1532	460	480	756	827	527	706	440	3119	1332	1244	539	919	714	739
EDL933_RS26695	4	5	26	10	8	11	22	12	66	41	15	15	78	74	21	32	29	117	78	56	27	23	20	39
EDL933_RS26700	80	80	191	262	186	196	304	141	384	638	679	469	235	336	189	219	201	1795	289	251	228	435	319	350
EDL933_RS26705	222	555	1222	858	903	816	1579	360	1617	2309	708	1326	1330	1557	899	1044	855	5822	1899	1947	830	1475	1097	1100
EDL933_RS26710	250	480	1130	957	937	947	1139	252	910	1734	497	1114	766	1063	650	735	595	4167	1231	1237	564	1337	944	965
EDL933_RS26715	104	217	431	412	411	364	391	207	440	913	955	582	267	425	222	584	486	3446	591	968	484	474	280	386
EDL933_RS26720	11	13	34	6	7	13	5	0	24	15	2	3	27	17	8	2	9	12	16	12	6	30	4	9
EDL933_RS26725	51	80	207	234	129	121	261	129	235	652	541	438	122	184	104	52	45	245	47	61	33	437	271	307
EDL933_RS26730	121	167	411	185	185	136	1031	533	3002	391	505	344	1804	2647	905	672	774	4143	288	360	168	954	747	726
EDL933_RS26735	91	149	366	152	160	127	891	487	2989	326	402	306	1733	2608	789	623	641	3960	259	313	171	873	715	687
EDL933_RS26740	789	1041	2847	1702	1766	1349	6554	2724	14774	5454	2745	2540	18226	21148	5969	2954	1753	12178	3180	3724	1450	5625	4404	4339
EDL933_RS26745	140	192	438	401	337	315	854	206	1104	1434	848	857	1452	1106	667	562	354	2406	1037	1032	569	555	429	382
EDL933_RS26750	30	32	93	40	50	65	544	86	4960	342	79	54	4156	3409	568	4270	2854	18306	1618	1547	736	91	78	96
EDL933_RS26755	6	10	99	20	22	61	58	23	499	65	9	15	610	604	40	42	52	332	67	56	36	203	184	257
EDL933_RS26760	29	22	285	36	44	227	51	15	496	24	9	18	582	501	39	38	35	334	29	33	21	491	409	585
EDL933_RS26765	5	4	25	13	8	4	49	26	2195	36	22	19	1387	1782	47	154	115	673	54	41	38	58	21	39
EDL933_RS26770	66	365	682	426	657	330	353	63	849	324	68	130	869	1061	251	536	508	4373	2544	2994	1486	478	317	336
EDL933_RS26775	156	303	640	586	508	411	614	264	1259	966	836	651	982	1304	483	649	512	3357	813	1069	593	823	628	653
EDL933_RS26780	4	24	33	14	14	18	50	9	138	79	20	25	161	218	24	27	12	66	45	33	21	41	24	16
EDL933_RS26785	33	27	114	38	52	42	110	26	105	119	33	35	131	142	58	63	51	314	120	83	54	484	249	261
EDL933_RS26790	13	7	43	11	16	8	21	2	26	20	8	8	30	25	11	12	18	79	35	29	18	225	85	124
EDL933_RS26795	75	93	247	81	99	46	139	34	99	117	74	65	84	72	59	55	71	340	125	125	47	1185	520	767
EDL933_RS26800	29	98	319	263	123	92	2496	1160	1480	150	512	364	2645	2204	2403	66	27	290	207	95	68	378	238	298
EDL933_RS26805	5	38	80	43	18	33	753	305	349	39	116	88	680	569	800	14	9	82	42	35	19	80	53	81
EDL933_RS26810	11	29	84	43	31	43	737	312	289	25	87	81	429	459	761	11	2	42	46	44	22	88	70	102
EDL933_RS26815	41	35	240	94	77	67	1306	481	423	35	141	105	601	614	1214	17	7	88	63	65	32	167	111	174
EDL933_RS26820	10	23	139	42	45	51	884	200	234	27	75	79	418	343	687	35	24	123	61	50	30	110	80	119
EDL933_RS26825	0	13	50	16	12	17	313	76	110	19	34	52	160	151	281	19	7	78	22	20	26	54	24	32
EDL933_RS26830	3	7	48	23	7	15	275	66	115	37	29	47	176	182	239	17	18	86	23	32	13	39	36	27
EDL933_RS26835	609	1200	2130	2172	2047	1927	1081	291	586	5416	1009	1044	274	400	677	619	470	2990	833	1078	407	4543	3256	3219
EDL933_RS26840	109	200	544	202	270	141	322	117	826	311	144	143	694	852	286	282	317	1857	581	597	261	691	445	486
